row_number,company_name,cin,category,state,aum_cr,raw_url,search_source,outcome,score,evidence,validated_url,reject_reason,timestamp
1501,Castle Consultants Pvt Ltd,,,,N/A,https://castle-consultancy.com/,serper,REVIEW_REQUIRED,67,"Company name on page (100% match) | Partial ownership signals: ['contact us', 'privacy policy'] | Industry keyword: 'emi' | LinkedIn company page linked | Company name in title (89%)",,,2026-02-15T00:04:52.714878
1502,Castle Investment & Industries Pvt Ltd,,,,N/A,,,URL_NOT_FOUND,0,,,,2026-02-15T00:05:10.738235
1503,Castle Suppliers (P) Ltd,,,,N/A,https://www.castleinternational.com.au/about/terms-conditions/,serper,OFFICIAL_WEBSITE_FOUND,95,"Company name on page (100% match) | Registered office address found | Ownership signals: ['our team', 'privacy policy', 'terms and conditions'] | Industry keyword: 'rbi' | LinkedIn company page linked | Company name in title (64%)",https://www.leeds-castle.com/leeds-castle-suppliers/,,2026-02-15T00:05:26.829818
1504,Caterpillar Financial Services India Private Limited,,,,N/A,https://www.caterpillar.com/en/company/global-footprint/india/locations.html,serper,FALSE_MATCH,0,,,HTTP 403,2026-02-15T00:05:42.296676
1505,CD Equifinance Private Limited,,,,N/A,https://www.cdequifinance.com/policies.php,serper,OFFICIAL_WEBSITE_FOUND,100,"Company name on page (100% match) | Registered office address found | Regulatory text: 'rbi registered' | Ownership signals: ['about us', 'contact us', 'grievance'] | Industry keyword: 'nbfc'",https://www.cdequifinance.com/policies.php,,2026-02-15T00:05:51.273436
1506,Cdl Financial Services Private Limited,,,,N/A,https://www.cdl.co.in/,direct_domain,FALSE_MATCH,30,Company name on page (100% match),,Insufficient evidence (score 30/100),2026-02-15T00:05:59.874822
1507,CDN Finance Pvt Ltd (Formerly ATB Finance & Investment (P) Ltd.),,,,N/A,,,URL_NOT_FOUND,0,,,,2026-02-15T00:06:29.918384
1508,Cea Consultants Pvt. Ltd.,,,,N/A,https://cea.org.za/,serper,OFFICIAL_WEBSITE_FOUND,90,"Company name on page (67% match) | Registered office address found | Corporate email @cea.org.za | Ownership signals: ['about us', 'contact us', 'privacy policy'] | Industry keyword: 'rbi'",https://cea.org.za/,,2026-02-15T00:06:36.870478
1509,Cear India Finance Private Limited,,,,N/A,https://www.cear.in/,direct_domain,FALSE_MATCH,0,,,Insufficient evidence (score 0/100),2026-02-15T00:06:59.284953
1510,Cecil Webber Engineering Limited,,,,N/A,https://cecil-webber-engineering.com/,serper,FALSE_MATCH,0,,,Insufficient evidence (score 0/100),2026-02-15T00:07:22.725335
1511,Ceejay Finance Ltd,,,,N/A,https://www.ceejayfinance.com/,serper,OFFICIAL_WEBSITE_FOUND,100,"Company name on page (100% match) | Registered office address found | Regulatory text: 'non-banking financial company' | Corporate email @ceejayfinance.com | Ownership signals: ['about us', 'contact us', 'board of directors'] | Industry keyword: 'nbfc' | Company name in title (100%)",https://www.ceejayfinance.com/,,2026-02-15T00:07:29.455107
1512,Ceejay Microfin Limited,,,,N/A,https://www.ceejaymicrofin.com/,direct_domain,OFFICIAL_WEBSITE_FOUND,100,"Company name on page (100% match) | Regulatory text: 'nbfc-mfi' | Corporate email @ceejaymicrofin.com | Ownership signals: ['about us', 'contact us', 'careers'] | Industry keyword: 'nbfc' | Company name in title (100%)",https://www.ceejaymicrofin.com/,,2026-02-15T00:07:37.517189
