row_number,company_name,cin,category,state,aum_cr,raw_url,search_source,outcome,score,evidence,validated_url,reject_reason,timestamp
5001,Munjal Investments Pvt. Ltd.,,,,N/A,https://www.munjalshowa.net/wp-content/uploads/2017/07/32nd-Annual-Report.pdf,serper,FALSE_MATCH,0,,,PDF file URL,2026-02-15T04:02:00.960842
5002,Munot Fincon Limited,,,,N/A,,,URL_NOT_FOUND,0,,,,2026-02-15T04:02:05.765354
5003,Munshi's Investment & Finance Pvt. Ltd.,,,,N/A,https://wealthmunshi.com/wealth-wonders-nbfcs-personal-finance-and-digital-india-certified-financial-planner/,serper,FALSE_MATCH,0,,,HTTP 403,2026-02-15T04:02:14.038478
5004,Murabrown Trading (P) Ltd,,,,N/A,,,URL_NOT_FOUND,0,,,,2026-02-15T04:02:35.214523
5005,Murahar Investments and Trading Company Limited,,,,N/A,,,URL_NOT_FOUND,0,,,,2026-02-15T04:02:43.256241
5006,Murari Investment & Trading Co Ltd,,,,N/A,https://murarisecurities.com/,serper,FALSE_MATCH,0,,,HTTP 408,2026-02-15T04:02:50.083275
5007,Murli Impex (P) Ltd,,,,N/A,,,URL_NOT_FOUND,0,,,,2026-02-15T04:03:26.943566
5008,Murray Financial Services (P) Ltd,,,,N/A,https://www.murray.com/na/en_us/home.html,direct_domain,FALSE_MATCH,37,"Company name on page (100% match) | Partial ownership signals: ['about us', 'privacy policy']",,Insufficient evidence (score 37/100),2026-02-15T04:03:35.845266
5009,Murugan Consultants Private Limited,,,,N/A,,,URL_NOT_FOUND,0,,,,2026-02-15T04:03:39.173837
5010,Muscan Agencies Private Limited,,,,N/A,,,URL_NOT_FOUND,0,,,,2026-02-15T04:03:48.359855
5011,Muskan Agencies & Trading Ltd,,,,N/A,,,URL_NOT_FOUND,0,,,,2026-02-15T04:03:55.317426
5012,Mussoorie Trading Co Private Limited,,,,N/A,,,URL_NOT_FOUND,0,,,,2026-02-15T04:04:03.785266
5013,Mutha Gold Finance Pvt. Ltd.,,,,N/A,https://www.muthootgoldpoint.com/about-muthoot-fincorp/,serper,OFFICIAL_WEBSITE_FOUND,100,"Company name on page (67% match) | Registered office address found | Regulatory text: 'reserve bank of india' | Ownership signals: ['about us', 'contact us', 'privacy policy'] | Industry keyword: 'nbfc' | LinkedIn company page linked",https://www.muthootgoldpoint.com/about-muthoot-fincorp/,,2026-02-15T04:04:12.766212
5014,Muthalagu Finance Private Limited,,,,N/A,https://muthalagufinance.in/,serper,OFFICIAL_WEBSITE_FOUND,70,"Company name on page (100% match) | Corporate email @muthalagufinance.in | Ownership signals: ['about us', 'contact us', 'our team'] | Industry keyword: 'nbfc'",https://muthalagufinance.in/,,2026-02-15T04:04:23.098583
5015,Muthoot  Vehicle & Asset  Finance Ltd. (Formerly known as Muthoot  Leasing &  Finance Ltd.),,,,N/A,https://www.muthootgroup.com/news,serper,FALSE_MATCH,0,,,HTTP 503,2026-02-15T04:04:47.915109
5016,Muthoot Capital Services Ltd.,,,,N/A,https://muthoot.com/,direct_domain,OFFICIAL_WEBSITE_FOUND,90,"Company name on page (100% match) | Regulatory text: 'reserve bank of india' | Ownership signals: ['about us', 'contact us', 'board of directors'] | Industry keyword: 'rbi' | LinkedIn company page linked",https://muthoot.com/,,2026-02-15T04:04:51.455201
5017,Muthoot Finance  Limited,,,,N/A,https://muthoot.com/,direct_domain,OFFICIAL_WEBSITE_FOUND,100,"Company name on page (100% match) | Regulatory text: 'reserve bank of india' | Ownership signals: ['about us', 'contact us', 'board of directors'] | Industry keyword: 'rbi' | LinkedIn company page linked | Company name in title (100%)",https://muthoot.com/,,2026-02-15T04:05:16.546290
5018,Muthoot Fincorp Limited (Formerly known as Muthoot Debt Management Services Ltd),,,,N/A,https://muthootfincorp.com:443/,direct_domain,FALSE_MATCH,0,,,DNS resolution failed,2026-02-15T04:05:37.756509
5019,Muthoot Mercantile Limited,,,,N/A,https://muthootenterprises.com/,serper,OFFICIAL_WEBSITE_FOUND,100,"Company name on page (100% match) | Regulatory text: 'reserve bank of india' | Corporate email @muthootenterprises.com | Ownership signals: ['contact us', 'privacy policy', 'grievance'] | Industry keyword: 'nbfc' | LinkedIn company page linked",https://muthootenterprises.com/,,2026-02-15T04:05:38.434920
5020,Muthoot Microfin Ltd (Formerly Known As Panchratna Securities Limited)_MFI,,,,N/A,https://muthootmicrofin.com/,direct_domain,FALSE_MATCH,35,"Ownership signals: ['about us', 'contact us', 'board of directors'] | Industry keyword: 'loan' | LinkedIn company page linked",,Insufficient evidence (score 35/100),2026-02-15T04:06:24.420411
5021,Muthoot Money Pvt. Ltd. (Formerly Known as Moneylyne Financing and Trading (Pvt) Ltd),,,,N/A,https://muthootmoney.in/muthoot-money/muthoot-money,serper,OFFICIAL_WEBSITE_FOUND,95,"Registered office address found | Regulatory text: 'registered with rbi' | Corporate email @muthootmoney.in | Ownership signals: ['about us', 'contact us', 'board of directors'] | Industry keyword: 'rbi' | LinkedIn company page linked",https://muthootmoney.in/muthoot-money/muthoot-money,,2026-02-15T04:06:28.647135
5022,Muthoottu Mini Financiers Limited,,,,N/A,https://www.muthoottumini.com/,direct_domain,OFFICIAL_WEBSITE_FOUND,100,"Company name on page (100% match) | Regulatory text: 'non-banking financial company' | Corporate email @muthoottumini.com | Ownership signals: ['about us', 'board of directors', 'careers'] | Industry keyword: 'nbfc' | LinkedIn company page linked | Company name in title (77%)",https://www.muthoottumini.com/,,2026-02-15T04:06:36.008572
5023,MVS Leasing Private Limited,,,,N/A,https://mvs.com/,direct_domain,REVIEW_REQUIRED,40,Company name on page (100% match) | Industry keyword: 'capital',,,2026-02-15T04:06:37.747474
5024,My Finance Club Limited,,,,N/A,https://www.myfinanceclub.com/,serper,FALSE_MATCH,10,Industry keyword: 'emi',,Insufficient evidence (score 10/100),2026-02-15T04:06:58.881332
5025,Mykaasu Finance Private Limited,,,,N/A,https://www.mykaasu.com/,direct_domain,REVIEW_REQUIRED,50,Company name on page (100% match) | Industry keyword: 'finance' | Company name in title (100%),,,2026-02-15T04:07:30.264073
5026,Myloancare Ventures Private Limited,,,,N/A,https://www.myloancare.in/,serper,OFFICIAL_WEBSITE_FOUND,95,"Company name on page (100% match) | Regulatory text: 'rbi registered' | Corporate email @myloancare.in | Ownership signals: ['contact us', 'privacy policy', 'apply now'] | Industry keyword: 'nbfc'",https://www.myloancare.in/,,2026-02-15T04:07:47.468815
5027,Mynakam General Finance (P)Ltd,,,,N/A,https://mynakam.com/,serper,OFFICIAL_WEBSITE_FOUND,100,"Company name on page (100% match) | Regulatory text: 'non-banking financial company' | Corporate email @mynakam.com | Ownership signals: ['about us', 'contact us', 'board of directors'] | Industry keyword: 'nbfc' | Company name in title (58%)",https://mynakam.com/,,2026-02-15T04:07:52.817813
5028,Mysore Finlease Pvt. Ltd.,,,,N/A,,,URL_NOT_FOUND,0,,,,2026-02-15T04:08:01.785269
