row_number,company_name,cin,category,state,aum_cr,raw_url,search_source,outcome,score,evidence,validated_url,reject_reason,timestamp
2021,Devdoot Tradlink (P) Ltd,,,,N/A,,,URL_NOT_FOUND,0,,,,2026-02-15T01:56:38.291645
2022,Devendra Finvest & Holding (P) Ltd,,,,N/A,https://rdevendra.com/,serper,OFFICIAL_WEBSITE_FOUND,80,"Company name on page (100% match) | Regulatory text: 'reserve bank of india' | Ownership signals: ['contact us', 'careers', 'login'] | Industry keyword: 'nbfc'",https://rdevendra.com/,,2026-02-15T01:56:48.073891
2023,Devi Trading & Holding (P) Ltd,,,,N/A,https://www.devitrading.com/,direct_domain,REVIEW_REQUIRED,62,"Company name on page (67% match) | Corporate email @devitrading.com | Partial ownership signals: ['about us', 'contact us'] | Industry keyword: 'credit'",,,2026-02-15T01:57:13.626510
2024,Devika Finvest & Stocks (P) Ltd,,,,N/A,,,URL_NOT_FOUND,0,,,,2026-02-15T01:57:15.882258
2025,Devkalyan Sales Private Limited,,,,N/A,https://devkalyan-sales.com/,serper,FALSE_MATCH,0,,,DNS resolution failed,2026-02-15T01:57:45.830924
2026,Devmuni Leasing & Finance Ltd.,,,,N/A,https://www.devmunifinance.com/lending-service-provider,serper,OFFICIAL_WEBSITE_FOUND,80,"Company name on page (100% match) | Corporate email @devmunifinance.com | Ownership signals: ['about us', 'contact us', 'privacy policy'] | Industry keyword: 'rbi' | Company name in title (71%)",https://www.devmunifinance.com/lending-service-provider,,2026-02-15T01:58:02.453974
2027,Devraj Merchantiles Pvt Ltd,,,,N/A,,,URL_NOT_FOUND,0,,,,2026-02-15T01:58:41.429053
2028,Devshree Saving And Investment Company Private Limited,,,,N/A,https://www.devshreein.com/,serper,FALSE_MATCH,10,Industry keyword: 'finance',,Insufficient evidence (score 10/100),2026-02-15T01:58:49.613477
2029,Dew Point Credit (P) Ltd,,,,N/A,https://www.dewpoint.co.in/,direct_domain,FALSE_MATCH,30,Company name on page (100% match),,Insufficient evidence (score 30/100),2026-02-15T01:58:55.572276
2030,Dewan Motors Investment & Finance Ltd.,,,,N/A,https://dewanmotors.com/,direct_domain,REVIEW_REQUIRED,55,"Company name on page (100% match) | Ownership signals: ['about us', 'contact us', 'privacy policy'] | Industry keyword: 'rbi'",,,2026-02-15T01:59:19.876652
2031,Dewdrops Mercantile (P)  Ltd,,,,N/A,,,URL_NOT_FOUND,0,,,,2026-02-15T01:59:36.762557
2032,Dewpoint Agencies Pvt Ltd,,,,N/A,,,URL_NOT_FOUND,0,,,,2026-02-15T01:59:44.699444
2033,Dgp Securities Limited (Previously Known As Dgp),,,,N/A,,,URL_NOT_FOUND,0,,,,2026-02-15T02:00:00.153632
2034,DH  Quickfin  Private  Limited,,,,N/A,https://www.quickfinindia.in/,serper,FALSE_MATCH,35,"Ownership signals: ['about us', 'contact us', 'careers'] | Industry keyword: 'nbfc' | Company name in title (59%)",,Insufficient evidence (score 35/100),2026-02-15T02:00:11.751487
2035,Dhadhichi Trading  &  Holding  Pvt.  Ltd.,,,,N/A,,,URL_NOT_FOUND,0,,,,2026-02-15T02:00:20.932747
2036,Dhami Finance Limited,,,,N/A,https://dhami.in/,direct_domain,FALSE_MATCH,30,Company name on page (100% match),,Insufficient evidence (score 30/100),2026-02-15T02:00:30.003419
2037,Dhamija Finance & Leasing Limited,,,,N/A,https://www.dhamijasukhija.com/,serper,OFFICIAL_WEBSITE_FOUND,95,"Company name on page (100% match) | Regulatory text: 'reserve bank of india' | Corporate email @dhamijasukhija.com | Ownership signals: ['contact us', 'careers', 'login'] | Industry keyword: 'nbfc'",https://www.dhamijasukhija.com/,,2026-02-15T02:00:45.384491
2038,Dhan Commercial (P) Ltd,,,,N/A,https://dhan.co/stocks/market/nbfc-penny-stocks/,serper,OFFICIAL_WEBSITE_FOUND,70,"Registered office address found | Corporate email @dhan.co | Ownership signals: ['about us', 'contact us', 'privacy policy'] | Industry keyword: 'nbfc' | LinkedIn company page linked",https://dhan.co/stocks/market/nbfc-penny-stocks/,,2026-02-15T02:01:19.468772
2039,Dhana Capital & Finance Ltd,,,,N/A,https://www.dhana.com/,direct_domain,FALSE_MATCH,37,"Company name on page (100% match) | Partial ownership signals: ['about us', 'contact us']",,Insufficient evidence (score 37/100),2026-02-15T02:01:26.196117
2040,Dhanachakara Leasing And Hire Purchase Co (P) Ltd,,,,N/A,,,URL_NOT_FOUND,0,,,,2026-02-15T02:01:30.241331
2041,Dhanalakshmi Hire Purchase & Leasing (P) Ltd,,,,N/A,,,URL_NOT_FOUND,0,,,,2026-02-15T02:01:37.533508
2042,Dhanam Investment and Finance Private Limited (Earlier known as Kiara Microcredit Private Limited),,,,N/A,https://dhanamfinance.com/,serper,REVIEW_REQUIRED,50,"Regulatory text: 'rbi license' | Ownership signals: ['about us', 'contact us', 'privacy policy'] | Industry keyword: 'nbfc'",,,2026-02-15T02:01:45.115057
2043,Dhananjay Trading Co (P) Ltd,,,,N/A,,,URL_NOT_FOUND,0,,,,2026-02-15T02:02:15.182087
2044,Dhanasakthi Finance Pvt.Ltd,,,,N/A,https://www.dhanasakthi.com/,direct_domain,FALSE_MATCH,0,,,Insufficient evidence (score 0/100),2026-02-15T02:02:22.792506
2045,Dhanera Ajbani'S Leasing & Finance Private Limited,,,,N/A,,,URL_NOT_FOUND,0,,,,2026-02-15T02:02:38.625826
2046,Dhanesh Capital Services Ltd,,,,N/A,https://www.dhanesh.com/,direct_domain,REVIEW_REQUIRED,55,"Company name on page (100% match) | Ownership signals: ['about us', 'contact us', 'our team'] | Industry keyword: 'emi'",,,2026-02-15T02:02:45.750633
2047,Dhani Loans and Services Limited,,,,N/A,https://www.dhaniloansandservices.com/overview,serper,OFFICIAL_WEBSITE_FOUND,100,"Company name on page (100% match) | Registered office address found | Corporate email @dhani.com | Ownership signals: ['about us', 'contact us', 'terms and conditions'] | Industry keyword: 'nbfc' | LinkedIn company page linked",https://www.dhani.com/services/grievance-redressal-policy/?srsltid=AfmBOoogZVtAibwJSguukZiqoMic5dhcD_izZyiIOY0DILaFZb1etkBg,,2026-02-15T02:02:52.987044
2048,Dhanlaxmi Fincorp Private Limited (Formerly S S Tracom (P) Ltd),,,,N/A,,,URL_NOT_FOUND,0,,,,2026-02-15T02:03:58.339384
2049,Dhanlaxmi Motors Finance Pvt Ltd,,,,N/A,https://www.dhanlaxmimotors.co.in/,direct_domain,FALSE_MATCH,0,,,Insufficient evidence (score 0/100),2026-02-15T02:04:06.055912
2050,Dhanmall Vyapaar (P) Ltd,,,,N/A,,,URL_NOT_FOUND,0,,,,2026-02-15T02:04:10.219550
2051,Dhanmax Finance Private Limited,,,,N/A,,,URL_NOT_FOUND,0,,,,2026-02-15T02:04:19.957547
2052,Dhanpaatra Capital Private Limited,,,,N/A,https://dhanpaatra.com/,serper,FALSE_MATCH,0,,,DNS resolution failed,2026-02-15T02:04:28.577592
2053,Dhanpati Marketiers Pvt Ltd,,,,N/A,,,URL_NOT_FOUND,0,,,,2026-02-15T02:04:32.335362
2054,Dhansafal Finserve Limited (Earlier known as Luharuka Media & Infra Limited),,,,N/A,https://dhansafal.com/,serper,OFFICIAL_WEBSITE_FOUND,100,"Company name on page (83% match) | Regulatory text: 'nbfc registered' | Corporate email @dhansafal.com | Ownership signals: ['about us', 'contact us', 'privacy policy'] | Industry keyword: 'nbfc' | LinkedIn company page linked",https://dhansafal.com/,,2026-02-15T02:04:39.943510
2055,Dhansamridhi Finance Private Limited,,,,N/A,https://www.dhansamridhi.com/,direct_domain,FALSE_MATCH,0,,,Insufficient evidence (score 0/100),2026-02-15T02:04:44.464856
2056,Dhansar Capital Limited (Formerly Cynosure Vinimay (P) Ltd),,,,N/A,,,URL_NOT_FOUND,0,,,,2026-02-15T02:04:49.708166
2057,Dhanshree Motor Finance Pvt. Ltd.,,,,N/A,https://dhanshreecapital.in/,serper,OFFICIAL_WEBSITE_FOUND,70,"Registered office address found | Regulatory text: 'non-banking financial company' | Ownership signals: ['about us', 'contact us', 'privacy policy'] | Industry keyword: 'nbfc'",https://dhanshreecapital.in/,,2026-02-15T02:04:56.706368
2058,Dhanvanti Commodities (P) Ltd,,,,N/A,,,URL_NOT_FOUND,0,,,,2026-02-15T02:05:06.576156
2059,Dhanvantri Trafin Pvt Ltd,,,,N/A,https://dhanvantrigroup.in/,serper,REVIEW_REQUIRED,50,"Corporate email @dhanvantrigroup.in | Ownership signals: ['about us', 'contact us', 'privacy policy'] | Industry keyword: 'nbfc' | LinkedIn company page linked",,,2026-02-15T02:05:14.420179
2060,Dhanvarsha Enterprises & Investments Private Limited,,,,N/A,https://dhanvarsha.co/,serper,OFFICIAL_WEBSITE_FOUND,85,"Company name on page (100% match) | Registered office address found | Ownership signals: ['about us', 'contact us', 'privacy policy'] | Industry keyword: 'nbfc' | LinkedIn company page linked",https://dhanvarsha.co/,,2026-02-15T02:05:26.396466
2061,Dhanvita Capital Private Limited (Earlier known as Deevena Mercantiles Private Limited),,,,N/A,https://dhanvita.com/,direct_domain,FALSE_MATCH,10,Industry keyword: 'loan',,Insufficient evidence (score 10/100),2026-02-15T02:05:34.888999
2062,Dhanwaria Investments Private Limited,,,,N/A,https://www.dhanwariainvestments.com/,direct_domain,FALSE_MATCH,0,,,Insufficient evidence (score 0/100),2026-02-15T02:05:37.883430
2063,Dhara Motor Finance Ltd.,,,,N/A,https://www.dharamotor.com/,serper,OFFICIAL_WEBSITE_FOUND,75,"Company name on page (100% match) | Ownership signals: ['about us', 'contact us', 'our team'] | Industry keyword: 'nbfc' | LinkedIn company page linked | Company name in title (100%)",https://www.dharamotor.com/,,2026-02-15T02:05:46.602278
2064,Dharam Portfolio Pvt Ltd,,,,N/A,https://dharamportfolio.com/,direct_domain,REVIEW_REQUIRED,50,Company name on page (100% match) | Industry keyword: 'emi' | Company name in title (72%),,,2026-02-15T02:06:09.081262
2065,Dharamdeep Traders (P) Ltd,,,,N/A,,,URL_NOT_FOUND,0,,,,2026-02-15T02:06:11.500915
2066,Dharamshrest Tradelink (P) Ltd,,,,N/A,,,URL_NOT_FOUND,0,,,,2026-02-15T02:06:20.050300
2067,Dharani Finance Limited,,,,N/A,https://www.dharani.co.in/,direct_domain,REVIEW_REQUIRED,40,Company name on page (100% match) | Company name in title (54%),,,2026-02-15T02:06:26.545340
2068,Dharmapriya Financing Co (P)Ltd,,,,N/A,https://www.dharmapriyafinancing.in/,direct_domain,FALSE_MATCH,0,,,Insufficient evidence (score 0/100),2026-02-15T02:06:36.139023
2069,Dharmaraj Fincon Pvt Ltd,,,,N/A,,,URL_NOT_FOUND,0,,,,2026-02-15T02:07:02.309616
2070,Dharmayug Investments Limited,,,,N/A,,,URL_NOT_FOUND,0,,,,2026-02-15T02:07:08.916654
2071,Dharmesh Stock Broking Private Limited,,,,N/A,,,URL_NOT_FOUND,0,,,,2026-02-15T02:07:16.705791
2072,Dharnidhar Trading  Pvt.  Ltd.,,,,N/A,,,URL_NOT_FOUND,0,,,,2026-02-15T02:07:25.026160
2073,Dhawal Commercial Ltd,,,,N/A,,,URL_NOT_FOUND,0,,,,2026-02-15T02:07:32.658012
2074,Dhawan Investment & Trading Co Pvt. Ltd,,,,N/A,,,URL_NOT_FOUND,0,,,,2026-02-15T02:07:40.889158
2075,Dhawan Vinimay (P) Ltd,,,,N/A,,,URL_NOT_FOUND,0,,,,2026-02-15T02:07:49.109233
2076,Dherar Textiles (P) Ltd,,,,N/A,,,URL_NOT_FOUND,0,,,,2026-02-15T02:07:56.663255
2077,Dhk Investment Company,,,,N/A,https://royalassetsdhk.net/,serper,REVIEW_REQUIRED,55,"Company name on page (100% match) | Ownership signals: ['about us', 'contact us', 'privacy policy'] | Industry keyword: 'credit'",,,2026-02-15T02:08:03.839331
2078,Dhruva Capital Services Ltd.,,,,N/A,https://dhruvacapital.com/,serper,OFFICIAL_WEBSITE_FOUND,100,"Company name on page (100% match) | Registered office address found | Regulatory text: 'rbi registered' | Corporate email @dhruvacapital.com | Ownership signals: ['about us', 'contact us', 'registered office'] | Industry keyword: 'nbfc'",https://dhruvacapital.com/,,2026-02-15T02:08:31.042482
2079,Dhruvi Securities Limited,,,,N/A,https://dhruvifs.com/,serper,REVIEW_REQUIRED,57,Company name on page (75% match) | Partial ownership signals: ['about us'] | Industry keyword: 'finance' | Company name in title (75%),,,2026-02-15T02:09:09.215166
2080,Dhunseri Investments Limited,,,,N/A,https://www.dhunseriinvestments.com/,direct_domain,FALSE_MATCH,0,,,Blocked: dhunseriinvestments.com,2026-02-15T02:09:19.644734
2081,Dhwaja Capital Private Limited (Formerly Known As Atmark Finvest Private Limited),,,,N/A,https://www.dhwaja.com/,direct_domain,REVIEW_REQUIRED,40,"Corporate email @dhwaja.com | Ownership signals: ['about us', 'contact us', 'privacy policy'] | Industry keyword: 'invest'",,,2026-02-15T02:09:21.891587
2082,Diamention Mercantile Pvt Ltd,,,,N/A,,,URL_NOT_FOUND,0,,,,2026-02-15T02:09:29.554992
2083,Diamond Capfin Pvt. Ltd.,,,,N/A,https://diamondcapfin.com/,serper,OFFICIAL_WEBSITE_FOUND,72,"Company name on page (100% match) | Corporate email @diamondcapfin.com | Partial ownership signals: ['about us', 'contact us'] | Industry keyword: 'nbfc' | Company name in title (88%)",https://diamondcapfin.com/,,2026-02-15T02:09:36.555263
2084,Diamond Finvest Consultants (P) Ltd.,,,,N/A,,,URL_NOT_FOUND,0,,,,2026-02-15T02:10:20.125267
2085,Diana Capital Ltd,,,,N/A,https://dianacapital.com/en,serper,OFFICIAL_WEBSITE_FOUND,75,"Company name on page (100% match) | Ownership signals: ['our team', 'board of directors', 'privacy policy'] | Industry keyword: 'investment' | LinkedIn company page linked | Company name in title (65%)",https://dianacapital.com/en/,,2026-02-15T02:10:28.593035
2086,Dico Transport  Corporation  Ltd.,,,,N/A,,,URL_NOT_FOUND,0,,,,2026-02-15T02:11:43.616524
2087,Dicord Commodeal Pvt. Ltd.,,,,N/A,,,URL_NOT_FOUND,0,,,,2026-02-15T02:11:50.644481
2088,Didu Investments Pvt Ltd,,,,N/A,https://diduinvestments.com/,direct_domain,OFFICIAL_WEBSITE_FOUND,85,"Company name on page (100% match) | Registered office address found | Ownership signals: ['contact us', 'board of directors', 'registered office'] | Industry keyword: 'non-banking' | Company name in title (100%)",https://diduinvestments.com/,,2026-02-15T02:11:59.662308
2089,Digamber Capfin Ltd.,,,,N/A,https://www.digamberfinance.com/,serper,OFFICIAL_WEBSITE_FOUND,100,"Company name on page (100% match) | Regulatory text: 'reserve bank of india' | Corporate email @digamberfinance.com | Ownership signals: ['about us', 'contact us', 'our team'] | Industry keyword: 'nbfc' | LinkedIn company page linked",https://www.digamberfinance.com/,,2026-02-15T02:12:03.998445
2090,Diganta Investment and Finance Company Private Limited,,,,N/A,http://digantafinance.com/,serper,OFFICIAL_WEBSITE_FOUND,100,"Company name on page (100% match) | Registered office address found | Regulatory text: 'reserve bank of india' | Corporate email @digantafinance.com | Ownership signals: ['about us', 'contact us', 'registered office'] | Industry keyword: 'nbfc'",http://digantafinance.com/,,2026-02-15T02:12:10.169315
2091,Digimoney Finance Private Limited,,,,N/A,https://digimoney.lv,direct_domain,REVIEW_REQUIRED,55,Company name on page (100% match) | Corporate email @digimoney.lv | Industry keyword: 'leasing',,,2026-02-15T02:12:15.052971
2092,Digio Internet Private Limited,,,,N/A,https://www.digio.link/about-us.html,serper,OFFICIAL_WEBSITE_FOUND,90,"Company name on page (100% match) | Regulatory text: 'reserve bank of india' | Ownership signals: ['about us', 'contact us', 'privacy policy'] | Industry keyword: 'nbfc' | LinkedIn company page linked",https://www.digio.link/about-us.html,,2026-02-15T02:12:22.427813
2093,Digner Finlease & Investment Private Limited,,,,N/A,,,URL_NOT_FOUND,0,,,,2026-02-15T02:12:27.954135
2094,Digvijay Dealcomm Pvt Ltd,,,,N/A,,,URL_NOT_FOUND,0,,,,2026-02-15T02:12:36.187639
2095,Digvijay Finlease Ltd,,,,N/A,https://digvijayfin.com/,serper,REVIEW_REQUIRED,65,"Company name on page (100% match) | Ownership signals: ['contact us', 'board of directors', 'cin:'] | Industry keyword: 'non-banking' | Company name in title (100%)",,,2026-02-15T02:12:44.790159
2096,Digvijay Tracon (P) Ltd,,,,N/A,https://digvijayfin.com/company-profile/,serper,REVIEW_REQUIRED,50,"Regulatory text: 'reserve bank of india' | Ownership signals: ['contact us', 'board of directors', 'cin:'] | Industry keyword: 'nbfc'",,,2026-02-15T02:12:50.999692
2097,Digvijay Vinimay Pvt Ltd,,,,N/A,https://digvijayfin.com/,serper,REVIEW_REQUIRED,65,"Company name on page (73% match) | Ownership signals: ['contact us', 'board of directors', 'cin:'] | Industry keyword: 'non-banking' | Company name in title (73%)",,,2026-02-15T02:12:57.820820
2098,Diksha Finstock India Ltd (Formerly Known As Eden Fininvest (India) Ltd.),,,,N/A,https://dikshaproent.com/,serper,FALSE_MATCH,0,,,HTTP 408,2026-02-15T02:13:03.873155
2099,Dikshi Leafin Portfolio (P) Ltd.,,,,N/A,,,URL_NOT_FOUND,0,,,,2026-02-15T02:13:37.976397
2100,Diligent Investment Limited (Formerly: Diligent Investment Private Limited),,,,N/A,https://www.diligent.com/,direct_domain,REVIEW_REQUIRED,65,"Company name on page (67% match) | Ownership signals: ['about us', 'privacy policy', 'careers'] | Industry keyword: 'rbi' | LinkedIn company page linked",,,2026-02-15T02:13:45.067517
2101,Diligent Services Private Limited,,,,N/A,https://www.diligent.com/,direct_domain,REVIEW_REQUIRED,65,"Company name on page (100% match) | Ownership signals: ['about us', 'privacy policy', 'careers'] | Industry keyword: 'rbi' | LinkedIn company page linked",,,2026-02-15T02:13:46.797242
2102,Dilip Sultania  Granites  &  Marbles  Pvt.  Ltd.,,,,N/A,,,URL_NOT_FOUND,0,,,,2026-02-15T02:13:47.851205
2103,Dilwara Leasing And Investment Ltd,,,,N/A,https://dilwaraleasing.com/,serper,FALSE_MATCH,0,,,HTTP 408,2026-02-15T02:13:55.283408
2104,Dimco Finance Private Limited,,,,N/A,,,URL_NOT_FOUND,0,,,,2026-02-15T02:14:29.675668
2105,Dimension Holdings (P) Ltd,,,,N/A,https://www.dimensionholdings.com/,direct_domain,FALSE_MATCH,0,,,Insufficient evidence (score 0/100),2026-02-15T02:15:01.527565
2106,Dimensional Financial Services Pvt Ltd (Name as per MCA - Dimensional Advisory Services Private Limited),,,,N/A,https://www.dimensional.com/,direct_domain,REVIEW_REQUIRED,50,Company name on page (80% match) | Industry keyword: 'invest' | Company name in title (54%),,,2026-02-15T02:15:02.671541
2107,Dina Capital Services Ltd.,,,,N/A,https://www.dina.ch/,direct_domain,REVIEW_REQUIRED,65,Company name on page (100% match) | Corporate email @dina.ch | Industry keyword: 'emi' | LinkedIn company page linked,,,2026-02-15T02:15:04.517577
2108,Dinero Finance & Investments Pvt. Ltd.,,,,N/A,,,URL_NOT_FOUND,0,,,,2026-02-15T02:15:10.284070
2109,Dinesh Commercial Finance Private Ltd.,,,,N/A,,,URL_NOT_FOUND,0,,,,2026-02-15T02:15:17.600035
2110,Dinesh Credit Pvt.Ltd.,,,,N/A,https://dinesh.in/,direct_domain,FALSE_MATCH,25,Corporate email @dinesh.in | Company name in title (52%),,Insufficient evidence (score 25/100),2026-02-15T02:15:25.879468
2111,Dinesh Management Services Limited,,,,N/A,https://dinesh.in/,direct_domain,REVIEW_REQUIRED,45,Company name on page (100% match) | Corporate email @dinesh.in,,,2026-02-15T02:16:12.823187
2112,Dingo Commodeal Private Limited,,,,N/A,,,URL_NOT_FOUND,0,,,,2026-02-15T02:16:59.611045
2113,Dinkar Commercials Private Limited,,,,N/A,https://dinkar-commercials.com/,serper,FALSE_MATCH,0,,,Insufficient evidence (score 0/100),2026-02-15T02:17:08.348546
2114,Dinodia Engineering & Construction Co (P) Ltd,,,,N/A,,,URL_NOT_FOUND,0,,,,2026-02-15T02:17:14.155978
2115,Dipajyoti Holdings Ltd,,,,N/A,,,URL_NOT_FOUND,0,,,,2026-02-15T02:17:20.732922
2116,Dipamkara Web Ventures Private Limited,,,,N/A,,,URL_NOT_FOUND,0,,,,2026-02-15T02:17:27.501165
2117,Dipl Computers (P) Ltd,,,,N/A,,,URL_NOT_FOUND,0,,,,2026-02-15T02:17:33.815113
2118,Diplomat Leasing & Finance Pvt. Ltd.,,,,N/A,https://www.diplomat.com/,direct_domain,FALSE_MATCH,17,Partial ownership signals: ['privacy policy'] | Company name in title (56%),,Insufficient evidence (score 17/100),2026-02-15T02:17:40.886810
2119,Diplomat Limited,,,,N/A,https://www.diplomat.com/,direct_domain,REVIEW_REQUIRED,47,Company name on page (100% match) | Partial ownership signals: ['privacy policy'] | Company name in title (80%),,,2026-02-15T02:17:43.136970
2120,Dipnarayan Management Pvt Ltd,,,,N/A,https://www.dipnarayan.in/,direct_domain,REVIEW_REQUIRED,50,Company name on page (100% match) | Industry keyword: 'rbi' | Company name in title (53%),,,2026-02-15T02:17:45.064349
2121,Dipnarayan Vyapar (P) Ltd,,,,N/A,,,URL_NOT_FOUND,0,,,,2026-02-15T02:17:48.865284
2122,Dipta Vanijya (P) Ltd,,,,N/A,http://dipta-vanijya.com/,serper,FALSE_MATCH,0,,,HTTP 408,2026-02-15T02:17:55.194676
2123,Disari India Savings & Credit Corporation Ltd,,,,N/A,https://www.disariindia.com/,serper,REVIEW_REQUIRED,65,Company name on page (100% match) | Corporate email @disariindia.com | Industry keyword: 'loan' | Company name in title (100%),,,2026-02-15T02:18:23.824031
2124,Disha Finvest & Credits (P) Ltd,,,,N/A,https://www.dishafi.com/,serper,OFFICIAL_WEBSITE_FOUND,90,"Company name on page (71% match) | Corporate email @dishafi.com | Ownership signals: ['about us', 'contact us', 'our team'] | Industry keyword: 'loan' | LinkedIn company page linked | Company name in title (71%)",https://www.dishafi.com/,,2026-02-15T02:18:32.386523
2125,Disha Paint Pvt Ltd,,,,N/A,,,URL_NOT_FOUND,0,,,,2026-02-15T02:18:42.656556
2126,Dishayen Leasing Pvt.Ltd.,,,,N/A,,,URL_NOT_FOUND,0,,,,2026-02-15T02:18:49.401118
2127,Ditya Finance Private Limited,,,,N/A,https://www.ditya.in/,direct_domain,FALSE_MATCH,0,,,Insufficient evidence (score 0/100),2026-02-15T02:19:02.382995
2128,Divine Investments Pvt. Ltd.,,,,N/A,https://www.divineinvestments.com/,direct_domain,FALSE_MATCH,17,"Partial ownership signals: ['about us', 'privacy policy'] | Industry keyword: 'investment'",,Insufficient evidence (score 17/100),2026-02-15T02:19:14.164764
2129,Divine Light Finance Limited,,,,N/A,https://divinelight.in/,direct_domain,REVIEW_REQUIRED,62,Company name on page (100% match) | Corporate email @divinelight.in | Partial ownership signals: ['contact us'] | Industry keyword: 'rbi',,,2026-02-15T02:19:17.693486
2130,Divi's Finvest Private Limited,,,,N/A,https://divisfinvest.com/,direct_domain,OFFICIAL_WEBSITE_FOUND,72,"Company name on page (100% match) | Corporate email @divisfinvest.com | Partial ownership signals: ['about us', 'contact us'] | Industry keyword: 'invest' | Company name in title (88%)",https://divisfinvest.com/,,2026-02-15T02:19:56.874015
2131,Divy Prakash Suppliers Pvt Ltd,,,,N/A,,,URL_NOT_FOUND,0,,,,2026-02-15T02:19:58.490026
2132,Divya Capital Services Ltd.,,,,N/A,https://www.divya.co.in/,direct_domain,REVIEW_REQUIRED,40,Company name on page (100% match) | Industry keyword: 'investment',,,2026-02-15T02:20:06.033542
2133,Divya Fiscal Services Pvt Ltd (Name as per MCA - Manjulekha Financial Services Private Limited),,,,N/A,https://divyafincorp.com/,serper,FALSE_MATCH,17,"Partial ownership signals: ['about us', 'login'] | Industry keyword: 'investment'",,Insufficient evidence (score 17/100),2026-02-15T02:20:25.345663
2134,Divya Management Ltd,,,,N/A,https://www.divya.co.in/,direct_domain,REVIEW_REQUIRED,50,Company name on page (100% match) | Industry keyword: 'investment' | Company name in title (51%),,,2026-02-15T02:20:52.065077
2135,Divya Mercantile  Ltd.,,,,N/A,,,URL_NOT_FOUND,0,,,,2026-02-15T02:21:10.413357
2136,Divya Secfin Pvt Ltd,,,,N/A,,,URL_NOT_FOUND,0,,,,2026-02-15T02:21:17.379852
