row_number,company_name,cin,category,state,aum_cr,raw_url,search_source,outcome,score,evidence,validated_url,reject_reason,timestamp
8001,Suraj Finvest Private Limited,,,,N/A,https://surajfinvest.in/,direct_domain,OFFICIAL_WEBSITE_FOUND,100,"Company name on page (100% match) | Registered office address found | Regulatory text: 'reserve bank of india' | Ownership signals: ['about us', 'contact us', 'management team'] | Industry keyword: 'nbfc' | Company name in title (84%)",https://surajfinvest.in/,,2026-02-15T09:50:59.096049
8002,Suraj Global Ltd,,,,N/A,https://www.suraj-global.com/about-us,serper,REVIEW_REQUIRED,62,"Company name on page (100% match) | Corporate email @suraj-global.com | Partial ownership signals: ['about us', 'contact us'] | Industry keyword: 'emi'",,,2026-02-15T09:51:08.886790
8003,Suraj Holdings Limited,,,,N/A,https://surajfinvest.in/,serper,OFFICIAL_WEBSITE_FOUND,80,"Registered office address found | Regulatory text: 'reserve bank of india' | Ownership signals: ['about us', 'contact us', 'management team'] | Industry keyword: 'nbfc' | Company name in title (56%)",https://surajfinvest.in/,,2026-02-15T09:51:21.428743
8004,Suraj Sanghi Finance Limited,,,,N/A,,,URL_NOT_FOUND,0,,,,2026-02-15T09:51:30.710228
8005,Surams Holdings Private Limited,,,,N/A,,,URL_NOT_FOUND,0,,,,2026-02-15T09:51:38.222579
8006,Surana International (P) Ltd,,,,N/A,https://suranaandsurana.com/,serper,REVIEW_REQUIRED,67,"Company name on page (100% match) | Partial ownership signals: ['contact us', 'our team'] | Industry keyword: 'emi' | LinkedIn company page linked | Company name in title (62%)",,,2026-02-15T09:51:44.916901
8007,Surbhika Commerce (P) Ltd,,,,N/A,https://www.surbhika.com/,serper,OFFICIAL_WEBSITE_FOUND,70,"Company name on page (100% match) | Corporate email @surbhika.com | Ownership signals: ['contact us', 'privacy policy', 'apply now'] | Industry keyword: 'emi'",https://www.surbhika.com/,,2026-02-15T09:51:52.129212
8008,Sureka Tubes Industries Pvt.Ltd,,,,N/A,,,URL_NOT_FOUND,0,,,,2026-02-15T09:52:08.787009
8009,Surendra Mercendise (P) Ltd,,,,N/A,,,URL_NOT_FOUND,0,,,,2026-02-15T09:52:15.975668
8010,Surendra Trexim (P) Ltd,,,,N/A,https://www.surendratrexim.com/,direct_domain,REVIEW_REQUIRED,40,Company name on page (100% match) | Company name in title (94%),,,2026-02-15T09:52:24.455900
8011,Suresh Rathi Finvest Private Limited,,,,N/A,https://www.sureshrathi.com/,direct_domain,REVIEW_REQUIRED,55,"Company name on page (100% match) | Ownership signals: ['about us', 'contact us', 'privacy policy'] | Industry keyword: 'nbfc'",,,2026-02-15T09:52:25.749575
8012,Sureshot Fincon (P)Ltd,,,,N/A,,,URL_NOT_FOUND,0,,,,2026-02-15T09:52:49.681620
8013,Surichi Distributors Pvt Ltd,,,,N/A,,,URL_NOT_FOUND,0,,,,2026-02-15T09:52:57.050042
8014,Surichit Fabtrade (P) Ltd,,,,N/A,,,URL_NOT_FOUND,0,,,,2026-02-15T09:53:04.377299
8015,Surip Dealers (P) Ltd,,,,N/A,,,URL_NOT_FOUND,0,,,,2026-02-15T09:53:12.567165
8016,Surjit Hire Purchase Private Ltd. (Made Pvt Wef 6.3.2019),,,,N/A,http://app.surjithirepurchase.com/careers,serper,OFFICIAL_WEBSITE_FOUND,80,"Registered office address found | Regulatory text: 'rbi registered' | Ownership signals: ['about us', 'contact us', 'board of directors'] | Industry keyword: 'nbfc' | LinkedIn company page linked",http://app.surjithirepurchase.com/careers,,2026-02-15T09:53:19.580727
8017,Surmangal Holdings (P) Ltd,,,,N/A,,,URL_NOT_FOUND,0,,,,2026-02-15T09:53:34.798732
8018,Surmela Leasings Ltd.,,,,N/A,,,URL_NOT_FOUND,0,,,,2026-02-15T09:53:41.811608
8019,Surmit Investments Pvt Ltd.,,,,N/A,,,URL_NOT_FOUND,0,,,,2026-02-15T09:53:48.506713
8020,Surprises Leasing & Credit Pvt. Ltd.,,,,N/A,https://www.surprises.com/,direct_domain,FALSE_MATCH,0,,,Insufficient evidence (score 0/100),2026-02-15T09:53:55.475157
8021,Survika Traders (P) Ltd,,,,N/A,https://www.survikatraders.com/,direct_domain,OFFICIAL_WEBSITE_FOUND,95,"Company name on page (100% match) | Regulatory text: 'reserve bank of india' | Corporate email @survikatraders.com | Ownership signals: ['about us', 'contact us', 'privacy policy'] | Industry keyword: 'nbfc'",https://www.survikatraders.com/,,2026-02-15T09:53:58.180485
